Comp. - Año / Mes Contab. (AAAA/MM),Comp. - F. Contab.,Comp. - F. Emisión,Comp. - Pto. Vta. - Cód.,Comp. - Nro.,Cliente - País - Cód.,Ítem - Artículo - Cód. Gen.,Ítem - Artículo - Elem. 1 - Cód.,Ítem - Concepto - Cód.,Ítem - Cant. UM 1,Ítem - U. M. 1,Ítem - Cant. UM 2,Ítem - U. M. 2,Artículo - Factor Conv.,Varietal,Ítem - Impte. Fact. Loc.,Ítem - Impte. Neto mon. Local,Ítem - Impte.Total mon Emisión,Comp. - Cotiz. mon. CC,Comp. - Mon. Emisión - Cód.,Moneda de facturación,Artículo - Ord. 1,Artículo - Ord. 2,Artículo - Clase - Cód.,Cliente - Vendedor - Cód.
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13001 ,2023,,18.00000,Unidad,3.00000,Cajas,6.00000,Sauvignon Blanc,17278.80,14280.00,14280.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13003 ,2023,,30.00000,Unidad,5.00000,Cajas,6.00000,Chardonnay,35999.95,29752.03,35999.95,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13001 ,2023,,-180.00000,Unidad,-30.00000,Cajas,6.00000,Sauvignon Blanc,-215999.88,-178512.30,-178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13011 ,2023,,24.00000,Unidad,4.00000,Cajas,6.00000,Pinot Noir,23038.40,19040.00,19040.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13011 ,2023,,120.00000,Unidad,20.00000,Cajas,6.00000,Pinot Noir,143999.80,119008.10,143999.80,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13011 ,2023,,-180.00000,Unidad,-30.00000,Cajas,6.00000,Pinot Noir,-215999.88,-178512.30,-178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13027 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Sauvignon Blanc,26400.26,21818.40,21818.40,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13003 ,2023,,6.00000,Unidad,1.00000,Cajas,6.00000,Chardonnay,5759.60,4760.00,4760.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13027 ,2021,,-120.00000,Unidad,-20.00000,Cajas,6.00000,Sauvignon Blanc,-384000.03,-317355.40,-317355.40,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13018 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Blend,31199.61,25784.80,25784.80,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13025 ,2021,,-30.00000,Unidad,-5.00000,Cajas,6.00000,Pinot Noir,-359999.99,-297520.65,-297520.65,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13018 ,2021,,-60.00000,Unidad,-10.00000,Cajas,6.00000,Blend,-252000.05,-208264.50,-208264.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13006 ,2021,,300.00000,Unidad,50.00000,Cajas,6.00000,Malbec,359999.50,297520.24,359999.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13016 ,2020,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,18240.03,15074.40,15074.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13016 ,2020,,60.00000,Unidad,10.00000,Cajas,6.00000,Pinot Noir,131999.90,109090.82,131999.90,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13006 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,5759.60,4760.00,4760.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13024 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,38400.00,31735.54,38400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13010 ,2019,,60.00000,Unidad,10.00000,Cajas,6.00000,Cabernet Sauvignon,71999.90,59504.06,71999.90,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13010 ,2019,,-180.00000,Unidad,-30.00000,Cajas,6.00000,Cabernet Sauvignon,-215999.89,-178512.30,-178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13010 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Sauvignon,5759.60,4760.00,4760.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13042 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,67200.01,55537.20,55537.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13042 ,2019,,-120.00000,Unidad,-20.00000,Cajas,6.00000,Malbec,-1752000.14,-1447934.00,-1447934.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13029 ,2016,,-60.00000,Unidad,-10.00000,Cajas,6.00000,Cabernet Franc,-592800.05,-489917.40,-489917.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13013 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Malbec,131999.90,109090.83,131999.90,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13017 ,2022,,48.00000,Unidad,8.00000,Cajas,6.00000,Cabernet Franc,105599.92,87272.66,105599.92,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13017 ,2022,,-300.00000,Unidad,-50.00000,Cajas,6.00000,Cabernet Franc,-659999.95,-545454.50,-545454.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13046 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Chardonnay,9120.01,7537.20,7537.20,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13032 ,2022,,24.00000,Unidad,4.00000,Cajas,6.00000,Cabernet Franc,52800.53,43636.80,43636.80,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13017 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Cabernet Franc,18240.02,15074.40,15074.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13027 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Sauvignon Blanc,38400.00,31735.54,38400.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001030,ARG,13028 ,2022,,24.00000,Unidad,4.00000,Cajas,6.00000,Pinot Noir,52800.53,43636.80,43636.80,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13032 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Cabernet Franc,38400.00,31735.54,38400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00001031,ARG,13028 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,38400.00,31735.53,38400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,24/07/2023,24/07/2023,0010,00000132,ARG,13028 ,2022,,-120.00000,Unidad,-20.00000,Cajas,6.00000,Pinot Noir,-384000.03,-317355.40,-317355.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0006,00000593,NL,16029 ,2016,,60.00000,Unidad,10.00000,Cajas,6.00000,Cabernet Franc,316092.00,316092.00,1113.00,284.0000,2,Dólar,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13018 ,2021,,60.00000,Unidad,10.00000,Cajas,6.00000,Blend,252000.05,208264.50,208264.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13018 ,2021,,60.00000,Unidad,10.00000,Cajas,6.00000,Blend,252000.05,208264.50,208264.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001032,ARG,13018 ,2021,,12.00000,Unidad,2.00000,Cajas,6.00000,Blend,31199.61,25784.80,25784.80,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13018 ,2021,,18.00000,Unidad,3.00000,Cajas,6.00000,Blend,94500.00,78099.18,78099.18,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13025 ,2021,,30.00000,Unidad,5.00000,Cajas,6.00000,Pinot Noir,359999.99,297520.65,297520.65,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13025 ,2021,,30.00000,Unidad,5.00000,Cajas,6.00000,Pinot Noir,359999.99,297520.65,297520.65,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13027 ,2021,,120.00000,Unidad,20.00000,Cajas,6.00000,Sauvignon Blanc,384000.03,317355.40,317355.40,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13027 ,2021,,120.00000,Unidad,20.00000,Cajas,6.00000,Sauvignon Blanc,384000.03,317355.40,317355.40,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13027 ,2021,,6.00000,Unidad,1.00000,Cajas,6.00000,Sauvignon Blanc,19800.00,16363.64,19800.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0002
2023/07,27/07/2023,27/07/2023,0010,00001032,ARG,13006 ,2021,,48.00000,Unidad,8.00000,Cajas,6.00000,Malbec,46076.80,38080.00,38080.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001142,ARG,13006 ,2021,,54.00000,Unidad,9.00000,Cajas,6.00000,Malbec,64799.91,53553.65,64799.91,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001032,ARG,13016 ,2020,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,9120.01,7537.20,7537.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001142,ARG,13016 ,2020,,6.00000,Unidad,1.00000,Cajas,6.00000,Pinot Noir,13200.00,10909.09,13200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001032,ARG,13003 ,2023,,12.00000,Unidad,2.00000,Cajas,6.00000,Chardonnay,11519.20,9520.00,9520.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13011 ,2023,,180.00000,Unidad,30.00000,Cajas,6.00000,Pinot Noir,215999.88,178512.30,178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13011 ,2023,,180.00000,Unidad,30.00000,Cajas,6.00000,Pinot Noir,215999.88,178512.30,178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13011 ,2023,,60.00000,Unidad,10.00000,Cajas,6.00000,Pinot Noir,90000.04,74380.20,74380.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00001142,ARG,13011 ,2023,,36.00000,Unidad,6.00000,Cajas,6.00000,Pinot Noir,43199.94,35702.42,43199.94,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13001 ,2023,,180.00000,Unidad,30.00000,Cajas,6.00000,Sauvignon Blanc,215999.88,178512.30,178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13001 ,2023,,180.00000,Unidad,30.00000,Cajas,6.00000,Sauvignon Blanc,215999.88,178512.30,178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13001 ,2023,,30.00000,Unidad,5.00000,Cajas,6.00000,Sauvignon Blanc,45000.03,37190.10,37190.10,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13028 ,2022,,120.00000,Unidad,20.00000,Cajas,6.00000,Pinot Noir,384000.03,317355.40,317355.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13028 ,2022,,120.00000,Unidad,20.00000,Cajas,6.00000,Pinot Noir,384000.03,317355.40,317355.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13032 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,19800.00,16363.63,19800.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13027 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Sauvignon Blanc,120000.00,99173.55,99173.55,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00001142,ARG,13013 ,2022,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,39600.00,32727.27,39600.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001032,ARG,13040 ,2022,,2.00000,Unidad,2.00000,Cajas,1.00000,Blend,11519.20,9520.00,9520.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13046 ,2022,,30.00000,Unidad,5.00000,Cajas,6.00000,Chardonnay,82500.04,68181.85,68181.85,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13017 ,2022,,300.00000,Unidad,50.00000,Cajas,6.00000,Cabernet Franc,659999.95,545454.50,545454.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13017 ,2022,,300.00000,Unidad,50.00000,Cajas,6.00000,Cabernet Franc,659999.95,545454.50,545454.50,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13017 ,2022,,60.00000,Unidad,10.00000,Cajas,6.00000,Cabernet Franc,165000.07,136363.70,136363.70,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00001142,ARG,13017 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Franc,13200.00,10909.10,13200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001032,ARG,13011 ,2022,,12.00000,Unidad,2.00000,Cajas,6.00000,Pinot Noir,11519.20,9520.00,9520.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0001
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13001 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Sauvignon Blanc,8640.00,7140.49,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,PT,0002
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13006 ,2020,,18.00000,Unidad,3.00000,Cajas,6.00000,Malbec,25920.00,21421.49,25920.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13029 ,2016,,60.00000,Unidad,10.00000,Cajas,6.00000,Cabernet Franc,592800.05,489917.40,489917.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13029 ,2016,,60.00000,Unidad,10.00000,Cajas,6.00000,Cabernet Franc,592800.05,489917.40,489917.40,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13042 ,2019,,120.00000,Unidad,20.00000,Cajas,6.00000,Malbec,1752000.14,1447934.00,1447934.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13042 ,2019,,120.00000,Unidad,20.00000,Cajas,6.00000,Malbec,1752000.14,1447934.00,1447934.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001033,ARG,13042 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,219000.01,180991.74,180991.74,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0019
2023/07,27/07/2023,27/07/2023,0010,00000015,ARG,13010 ,2019,,180.00000,Unidad,30.00000,Cajas,6.00000,Cabernet Sauvignon,215999.89,178512.30,178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00000004,ARG,13010 ,2019,,180.00000,Unidad,30.00000,Cajas,6.00000,Cabernet Sauvignon,215999.89,178512.30,178512.30,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0005
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13010 ,2019,,6.00000,Unidad,1.00000,Cajas,6.00000,Cabernet Sauvignon,8640.00,7140.50,8640.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13034 ,2017,,6.00000,Unidad,1.00000,Cajas,6.00000,Bonarda,19800.00,16363.64,19800.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,27/07/2023,27/07/2023,0010,00001034,ARG,13142 ,2018,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,18249.99,15082.64,15082.64,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Reserva,BO,0019
2023/07,27/07/2023,27/07/2023,0010,00001035,ARG,13024 ,2019,,12.00000,Unidad,2.00000,Cajas,6.00000,Malbec,39600.00,32727.27,39600.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0002
2023/07,27/07/2023,27/07/2023,0012,00000559,ARG,13106 ,2020,,6.00000,Unidad,0.00000,Botellas,1.00000,Malbec,7200.00,5950.41,7200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000564,ARG,13106 ,2020,,6.00000,Unidad,0.00000,Botellas,1.00000,Malbec,7200.00,5950.42,7200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000561,ARG,13110 ,2019,,4.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Sauvignon,12000.00,9917.35,12000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000564,ARG,13113 ,2020,,6.00000,Unidad,0.00000,Botellas,1.00000,Malbec,13200.00,10909.09,13200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000564,ARG,13136 ,2020,,6.00000,Unidad,0.00000,Botellas,1.00000,Blend,7200.00,5950.41,7200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000554,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000558,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000560,ARG,13116 ,2020,,3.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,16500.00,13636.37,16500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000561,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000562,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000563,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000556,ARG,13132 ,2022,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,8000.00,6611.57,8000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000561,ARG,13103 ,2021,,2.00000,Unidad,0.00000,Botellas,1.00000,Chardonnay,6000.00,4958.68,6000.00,1.0000,1,Pesos,Producto Terminado,Vinos Blancos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000560,ARG,13111 ,2021,,3.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,9000.00,7438.01,9000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000559,ARG,13113 ,2021,,6.00000,Unidad,0.00000,Botellas,1.00000,Malbec,13200.00,10909.09,13200.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000561,ARG,13114 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,5500.00,4545.46,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,27/07/2023,27/07/2023,0012,00000562,ARG,13114 ,2021,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,5500.00,4545.46,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0010,00000016,ARG,13013 ,2022,,6.00000,Unidad,1.00000,Cajas,6.00000,Malbec,7537.20,6229.09,6229.09,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/07,31/07/2023,31/07/2023,0010,00000134,ARG,13013 ,2022,,-6.00000,Unidad,-1.00000,Cajas,6.00000,Malbec,-9120.01,-7537.20,-7537.20,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,PT,0004
2023/07,31/07/2023,31/07/2023,0012,00000570,ARG,13132 ,2022,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,8000.00,6611.57,8000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000571,ARG,13132 ,2022,,1.00000,Unidad,0.00000,Botellas,1.00000,Cabernet Franc,8000.00,6611.57,8000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000571,ARG,13128 ,2022,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,8000.00,6611.57,8000.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000567,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000573,ARG,13116 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Pinot Noir,5500.00,4545.45,5500.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000566,ARG,13136 ,2020,,2.00000,Unidad,0.00000,Botellas,1.00000,Blend,2400.00,1983.47,2400.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
2023/07,31/07/2023,31/07/2023,0012,00000572,ARG,13113 ,2020,,1.00000,Unidad,0.00000,Botellas,1.00000,Malbec,3575.00,2954.55,3575.00,1.0000,1,Pesos,Producto Terminado,Vinos Tintos Varietales,BO,0001
